text_content,sender_domain,label
"Your resume has been shortlisted, please respond to proceed",internship-certificate.xyz,0
Internship offer pending your response,intern-portal.org,0
Offer letter for Summer Internship at Adobe,intel.com,1
"Congratulations, you're selected for internship",internmail.cc,0
Welcome to the Google Summer Internship Program,google.com,1
Final reminder to complete your internship registration,careers-meta.org,0
Welcome to the Google Summer Internship Program,adobe.com,1
You have been officially accepted as a Microsoft intern,google.com,1
Click the link to claim your internship opportunity,jobs-securelink.co,0
Urgent: Confirm your internship slot now,verify-now.info,0
Internship joining instructions from Intel,oracle.com,1
Offer letter for Summer Internship at Adobe,oracle.com,1
This is to certify your internship at Microsoft,intel.com,1
This is to certify your internship at Microsoft,oracle.com,1
Internship offer pending your response,verify-now.info,0
Internship opportunity confirmation from Oracle,oracle.com,1
Internship Confirmation Letter from IBM,sap.com,1
Final selection list for internship at SAP,adobe.com,1
Internship Confirmation Letter from IBM,sap.com,1
This is to certify your internship at Microsoft,amazon.com,1
Internship Confirmation Letter from IBM,oracle.com,1
Final selection list for internship at SAP,oracle.com,1
"Your resume has been shortlisted, please respond to proceed",hr-google.com,0
Urgent: Confirm your internship slot now,intern-portal.org,0
Click the link to claim your internship opportunity,intern-portal.org,0
Internship offer pending your response,internship-certificate.xyz,0
Final reminder to complete your internship registration,careerupdate.online,0
Offer letter for Summer Internship at Adobe,sap.com,1
Urgent: Confirm your internship slot now,internship-certificate.xyz,0
Internship Confirmation Letter from IBM,microsoft.com,1
Internship joining instructions from Intel,microsoft.com,1
Internship opportunity confirmation from Oracle,intel.com,1
Final selection list for internship at SAP,amazon.com,1
Final selection list for internship at SAP,oracle.com,1
"Congratulations, you're selected for internship",internmail.cc,0
Offer letter for Summer Internship at Adobe,ibm.com,1
NVIDIA welcomes you to the internship program,intel.com,1
Kindly pay a processing fee to confirm your internship,intern-checks.net,0
"Limited-time internship offer, apply now",verify-now.info,0
NVIDIA welcomes you to the internship program,google.com,1
Kindly pay a processing fee to confirm your internship,jobs-securelink.co,0
Welcome to the Google Summer Internship Program,intel.com,1
Internship offer pending your response,internship-certificate.xyz,0
"Limited-time internship offer, apply now",careerupdate.online,0
NVIDIA welcomes you to the internship program,ibm.com,1
"Limited-time internship offer, apply now",hr-google.com,0
NVIDIA welcomes you to the internship program,adobe.com,1
"Limited-time internship offer, apply now",intern-portal.org,0
"Congratulations, you're selected for internship",verify-now.info,0
Welcome to the Google Summer Internship Program,google.com,1
"Congratulations, you're selected for internship",careerupdate.online,0
Internship Confirmation Letter from IBM,sap.com,1
This is to certify your internship at Microsoft,google.com,1
Internship offer pending your response,intern-checks.net,0
Welcome to the Google Summer Internship Program,nvidia.com,1
Offer letter for Summer Internship at Adobe,adobe.com,1
Verify your credentials to unlock internship offer,hr-google.com,0
NVIDIA welcomes you to the internship program,amazon.com,1
Welcome to the Google Summer Internship Program,amazon.com,1
Internship Confirmation Letter from IBM,microsoft.com,1
NVIDIA welcomes you to the internship program,sap.com,1
Internship offer pending your response,urgent-offer.net,0
This is to certify your internship at Microsoft,google.com,1
Final selection list for internship at SAP,sap.com,1
Urgent: Confirm your internship slot now,verify-now.info,0
Internship joining instructions from Intel,oracle.com,1
Internship Confirmation Letter from IBM,adobe.com,1
Internship opportunity confirmation from Oracle,sap.com,1
NVIDIA welcomes you to the internship program,sap.com,1
This is to confirm your selection as a Data Science Intern at Amazon,google.com,1
This is to certify your internship at Microsoft,oracle.com,1
NVIDIA welcomes you to the internship program,sap.com,1
Kindly pay a processing fee to confirm your internship,jobs-securelink.co,0
You have been officially accepted as a Microsoft intern,amazon.com,1
This is to certify your internship at Microsoft,adobe.com,1
This is to certify your internship at Microsoft,microsoft.com,1
Final reminder to complete your internship registration,intern-portal.org,0
Click the link to claim your internship opportunity,careers-meta.org,0
Internship Confirmation Letter from IBM,nvidia.com,1
This is to confirm your selection as a Data Science Intern at Amazon,sap.com,1
"Congratulations, you're selected for internship",careers-meta.org,0
NVIDIA welcomes you to the internship program,oracle.com,1
"Congratulations, you're selected for internship",intern-portal.org,0
Final reminder to complete your internship registration,intern-portal.org,0
Offer letter for Summer Internship at Adobe,microsoft.com,1
This is to certify your internship at Microsoft,oracle.com,1
"Congratulations, you're selected for internship",hr-google.com,0
Click the link to claim your internship opportunity,jobs-securelink.co,0
"Congratulations, you're selected for internship",internship-certificate.xyz,0
Pay ₹999 to receive your certificate,verify-now.info,0
Verify your credentials to unlock internship offer,careerupdate.online,0
Pay ₹999 to receive your certificate,careerupdate.online,0
Kindly pay a processing fee to confirm your internship,verify-now.info,0
Internship offer pending your response,hr-google.com,0
Kindly pay a processing fee to confirm your internship,hr-google.com,0
Final selection list for internship at SAP,google.com,1
Internship offer pending your response,hr-google.com,0
Final reminder to complete your internship registration,hr-google.com,0
Welcome to the Google Summer Internship Program,google.com,1
This is to confirm your selection as a Data Science Intern at Amazon,amazon.com,1
Final reminder to complete your internship registration,internship-certificate.xyz,0
Internship joining instructions from Intel,sap.com,1
"Your resume has been shortlisted, please respond to proceed",internship-certificate.xyz,0
Internship opportunity confirmation from Oracle,adobe.com,1
"Limited-time internship offer, apply now",internmail.cc,0
Kindly pay a processing fee to confirm your internship,jobs-securelink.co,0
Final selection list for internship at SAP,adobe.com,1
"Congratulations, you're selected for internship",intern-checks.net,0
Internship joining instructions from Intel,microsoft.com,1
Internship opportunity confirmation from Oracle,amazon.com,1
Offer letter for Summer Internship at Adobe,google.com,1
NVIDIA welcomes you to the internship program,adobe.com,1
Verify your credentials to unlock internship offer,intern-checks.net,0
You have been officially accepted as a Microsoft intern,oracle.com,1
NVIDIA welcomes you to the internship program,microsoft.com,1
Welcome to the Google Summer Internship Program,adobe.com,1
Welcome to the Google Summer Internship Program,amazon.com,1
This is to certify your internship at Microsoft,google.com,1
Internship opportunity confirmation from Oracle,microsoft.com,1
Internship Confirmation Letter from IBM,nvidia.com,1
Click the link to claim your internship opportunity,intern-portal.org,0
NVIDIA welcomes you to the internship program,google.com,1
"Congratulations, you're selected for internship",hr-google.com,0
NVIDIA welcomes you to the internship program,nvidia.com,1
Internship joining instructions from Intel,nvidia.com,1
Click the link to claim your internship opportunity,internmail.cc,0
NVIDIA welcomes you to the internship program,oracle.com,1
You have been officially accepted as a Microsoft intern,ibm.com,1
Pay ₹999 to receive your certificate,hr-google.com,0
"Limited-time internship offer, apply now",internship-certificate.xyz,0
Welcome to the Google Summer Internship Program,nvidia.com,1
Final selection list for internship at SAP,google.com,1
Kindly pay a processing fee to confirm your internship,intern-portal.org,0
You have been officially accepted as a Microsoft intern,adobe.com,1
Final reminder to complete your internship registration,intern-checks.net,0
NVIDIA welcomes you to the internship program,adobe.com,1
"Limited-time internship offer, apply now",internship-certificate.xyz,0
Internship Confirmation Letter from IBM,oracle.com,1
Internship offer pending your response,urgent-offer.net,0
Click the link to claim your internship opportunity,careerupdate.online,0
Welcome to the Google Summer Internship Program,oracle.com,1
Urgent: Confirm your internship slot now,jobs-securelink.co,0
NVIDIA welcomes you to the internship program,adobe.com,1
Internship opportunity confirmation from Oracle,microsoft.com,1
Pay ₹999 to receive your certificate,verify-now.info,0
